First Name,Last Name,Phone Number,Email,Year of Birth,Gender,Are you a person with Disability?,County of Residence,Sub County of Residence (Sub Counties in Mombasa),Ward of Residence,Highest level of education completed,Are you employed,Are you running a business,Whats your area of interest?,"If you selected other, please elaborate (If not, respond with N/A)",Mode of Mentorship ( Remote / Physical / Any),Prefered Mentor Gender (Male / Female / Any),What are your strengths,What are your weaknesses,What are your career goals,What skills would you like to be mentored,What are your financial goals,Upload your resume if available,Who referred you? (Your Case Manager/Mentor)
,,,,1999,Female,No,Mombasa,Jomvu,Mikindani ,Univeristy,No,No,Health,N/A,,,,,,,,,
,,,,2000,Female,No,Kilifi,Others (Outside Mombasa),Shella,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1997,Male,No,Mombasa,Changamwe,Magongo,Univeristy,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1997,Female,No,Mombasa,Changamwe,AIRPORT,Univeristy,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2002,Female,No,Mombasa,Nyali,Freetown ,Secondary (High School),No,Yes,Entrepreneurship,N/A,,,,,,,,,
,,,,2002,Male,No,Kilifi,Others (Outside Mombasa),Mtepeni,TVET,No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,1998,Male,No,Kilifi,Others (Outside Mombasa),Mtepeni,Primary,No,Yes,Entrepreneurship,N/A,,,,,,,,,
,,,,1996,Female,No,Mombasa,Jomvu,Mikindani ,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1997,Female,No,Others,Others (Outside Mombasa),Mtepeni,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1996,Male,No,Kilifi,Others (Outside Mombasa),Mtepeni,College,No,Yes,Entrepreneurship,N/A,,,,,,,,,
,,,,1997,Male,No,Kilifi,Others (Outside Mombasa),Mtepeni,Secondary (High School),No,Yes,Entrepreneurship, N/A,,,,,,,,,
,,,,1997,Male,No,Others,Others (Outside Mombasa),Mtepeni,College,No,Yes,Entrepreneurship,N/A,,,,,,,,,
,,,,1997,Male,No,Kilifi,Others (Outside Mombasa),Mtepeni,College,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1996,Male,No,Mombasa,Mvita,Shimanzi,College,No,Yes,Entrepreneurship,N/A,,,,,,,,,
,,,,1999,Female,No,Kilifi,Others (Outside Mombasa),Kaloleni ,Secondary (High School),No,No,Health,N/A,,,,,,,,,
,,,,2002,Female,No,Mombasa,Likoni,Shikaadabu,Secondary (High School),No,No,N/A,N/A,,,,,,,,,
,,,,1990,Female,No,Mombasa,Kisauni,Junda mshomoroni,Secondary (High School),No,Yes,Creatives and Arts,NA,,,,,,,,,
,,,,2002,Female,No,Mombasa,Changamwe,Airport ,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1997,Female,No,Mombasa,Kisauni,Bamburi ,College,No,No,Health,N/A,,,,,,,,,
,,,,1999,Female,No,Mombasa,Likoni,Shikaadabu,Secondary (High School),Yes,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2003,Male,No,Mombasa,Nyali,Frere town,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2005,Female,No,Mombasa,Changamwe,Magongo,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,1999,Female,No,Mombasa,Jomvu,MIKINDANI ,Univeristy,No,No,Health,N/A,,,,,,,,,
,,,,2000,Female,No,Mombasa,Likoni,Chaani ,Univeristy,No,Yes,Entrepreneurship,Good in skills,,,,,,,,,
,,,,2000,Male,No,Mombasa,Kisauni,Mwakirunge ,Secondary (High School),No,No,N/A,N/A,,,,,,,,,
,,,,2000,Male,No,Mombasa,Kisauni,Mwakirunge ,Secondary (High School),No,No,N/A,N/A,,,,,,,,,
,,,,2000,Female,No,Mombasa,Kisauni,Junda,Univeristy,No,Yes,Entrepreneurship,N/A,,,,,,,,,
,,,,1999,Female,No,Mombasa,Likoni,Shikaadabu,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2000,Male,No,Mombasa,Kisauni,Mwakirunge ,Secondary (High School),No,No,N/A,N/A,,,,,,,,,
,,,,1996,Male,No,Mombasa,Changamwe,Changamwe,College,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2002,Male,No,Mombasa,Changamwe,Changamwe,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2001,Female,No,Mombasa,Kisauni,Bamburi mwisho ,College,No,No,Health,N/A,,,,,,,,,
,,,,1999,Female,No,Mombasa,Changamwe,,College,No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2004,Female,Yes,Mombasa,Kisauni,Kisauni location bamburi ,College,No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2001,Male,No,Mombasa,Changamwe,portrietz ,College,No,No,Entrepreneurship,n/a,,,,,,,,,
,,,,2002,Female,No,Mombasa,Changamwe,Chaani ,Secondary (High School),No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2000,Female,No,Mombasa,Kisauni,Mjambere,Univeristy,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1995,Male,No,Mombasa,Changamwe,AIRPORT,Univeristy,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1997,Female,No,Mombasa,Nyali,KADZANDANI,Univeristy,No,No,MARINE ENGINEERING,MARINE engineer ding,,,,,,,,,
,,,,1996,Male,No,Mombasa,Kisauni,Bamburi,College,No,No,Health,N/A,,,,,,,,,
,,,,2004,Female,No,Mombasa,Nyali,Mkomani ,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2001,Male,No,Mombasa,Jomvu,Miritini ,College,No,No,Health,N/A,,,,,,,,,
,,,,2003,Male,No,Mombasa,Nyali,Frere town,Secondary (High School),No,No,Health,N/A,,,,,,,,,
,,,,2002,Male,No,Mombasa,Nyali,Frere town,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2000,Female,No,Kilifi,Others (Outside Mombasa),Dabaso,College,No,No,Health,N/A,,,,,,,,,
,,,,1987,Male,No,Mombasa,Likoni,Mtongwe ,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,1990,Female,No,Mombasa,Changamwe,Airport ,Secondary (High School),No,No,Hospitality and Tourism,NA,,,,,,,,,
,,,,1998,Female,No,Mombasa,Likoni,Timbwani,College,No,Yes,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2003,Male,No,Mombasa,Likoni,Shikaadabu,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1998,Male,No,Mombasa,Jomvu,MIKINDANI,Secondary (High School),No,Yes,Entrepreneurship,N/A,,,,,,,,,
,,,,1997,Male,No,Mombasa,Jomvu,MIKINDANI,Univeristy,No,Yes,Health,N/A,,,,,,,,,
,,,,1999,Male,No,Mombasa,Jomvu,Mikindani ,College,Yes,No,Health,N/A,,,,,,,,,
,,,,1996,Female,Yes,Mombasa,Kisauni,bamburi ,Primary,No,No,Health,N/A,,,,,,,,,
,,,,2005,Female,No,Kilifi,Others (Outside Mombasa),Dabaso,Secondary (High School),No,No,Health,N/A,,,,,,,,,
,,,,1998,Male,No,Mombasa,Jomvu,Mikindani,Secondary (High School),No,Yes,Entrepreneurship,N/A,,,,,,,,,
,,,,2003,Female,No,Kilifi,Others (Outside Mombasa),Stella ward,Secondary (High School),No,No,Beauty and therapy,Beauty and  therapy,,,,,,,,,
,,,,2003,Female,No,Kilifi,Others (Outside Mombasa),Shella,Secondary (High School),No,No,Beauty and  therapy,Beauty and  therapy,,,,,,,,,
,,,,2002,Male,No,Mombasa,Likoni,Timbwani,Secondary (High School),No,No,Data entry,I am good in data entry and I do my work perfectly.I join training at Bangladesh in changamwe sub county ,,,,,,,,,
,,,,2005,Male,No,Mombasa,Changamwe,Airport ,Secondary (High School),No,No,Mechanical engineering ,Mechanical engineering ,,,,,,,,,
,,,,2004,Male,No,Mombasa,Changamwe,Airport ,Secondary (High School),No,No,Mechanical engineering ,Mechanical engineering ,,,,,,,,,
,,,,1997,Female,No,Mombasa,Changamwe,Changamwe,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1994,Male,No,Mombasa,Changamwe,Changamwe ,Secondary (High School),No,No,Entrepreneurship,A/A,,,,,,,,,
,,,,1999,Male,No,Mombasa,Changamwe,Kipevu,Secondary (High School),No,Yes,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2004,Male,No,Mombasa,Likoni,Timbwani,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2000,Female,No,Mombasa,Likoni,Mtongwe ,TVET,Yes,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1986,Female,No,Mombasa,Changamwe,Kipevu,Secondary (High School),No,Yes,Health,N/A,,,,,,,,,
,,,,2003,Female,No,Mombasa,Likoni,Mtongwe,Secondary (High School),No,No,Giving back to the community,Community work,,,,,,,,,
,,,,2002,Female,No,Mombasa,Likoni,Mtongwe ,Secondary (High School),No,No,Health,N/A,,,,,,,,,
,,,,1997,Female,No,Mombasa,Likoni,Mtongwe ,Univeristy,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2001,Female,No,Mombasa,Likoni,Mtongwe,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2001,Female,No,Mombasa,Likoni,Mtongwe,College,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1996,Female,No,Mombasa,Likoni,Mtongwe ,Secondary (High School),No,Yes,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1991,Male,No,Mombasa,Nyali,Ziwa La Ng'ombe ,College,Yes,No,Creatives and Arts,N/A,,,,,,,,,
,,,,1999,Male,No,Mombasa,Kisauni,Junda ,Secondary (High School),No,No,Hospitality and Tourism,Tourism,,,,,,,,,
,,,,1998,Female,No,Mombasa,Likoni,Mtongwe,College,No,Yes,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1989,Female,No,Mombasa,Nyali,Mkomani,College,No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2000,Male,No,Mombasa,Nyali,Ziwa la Ng'ombe,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1999,Female,No,Mombasa,Kisauni,BAMBURI ,Secondary (High School),No,Yes,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1994,Female,No,Mombasa,Nyali,Kadzandani,Secondary (High School),Yes,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2001,Male,No,Mombasa,Nyali,KADZANDANI,College,No,Yes,Creatives and Arts,N/A,,,,,,,,,
,,,,1995,Female,No,Mombasa,Nyali,Kadzandani ,Univeristy,No,Yes,Creatives and Arts,N/A,,,,,,,,,
,,,,1996,Female,No,Mombasa,Nyali,Freetown,Univeristy,No,Yes,Creatives and Arts,Not applicable ,,,,,,,,,
,,,,1994,Female,No,Mombasa,Likoni,Mtongwe,College,Yes,Yes,Entrepreneurship,N/A,,,,,,,,,
,,,,1994,Male,No,Mombasa,Nyali,Kongowea,College,No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2003,Male,No,Mombasa,Nyali,Kongowea,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1999,Female,No,Mombasa,Likoni,Mtongwe,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2000,Male,No,Mombasa,Kisauni,Nyali,College,Yes,Yes,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2004,Female,No,Mombasa,Mvita,Tudor,Univeristy,No,No,Computer science ,Computer science deals with programming and coding . Developing websites and many other things.,,,,,,,,,
,,,,2001,Female,No,Mombasa,Kisauni,Kisauni,Univeristy,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1996,Male,No,Mombasa,Likoni,Shikaadabu,College,No,Yes,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2003,Female,No,Mombasa,Nyali,Mkomani,Primary,No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,1999,Male,No,Mombasa,Nyali,Kadzandani,TVET,No,Yes,Creatives and Arts,N/A,,,,,,,,,
,,,,1997,Male,Yes,Mombasa,Mvita,Tudor ward,Univeristy,No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,1995,Male,No,Mombasa,Likoni,Shikaadabu,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,1998,Female,No,Mombasa,Kisauni,Bamburi kiembeni ,College,No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2002,Female,No,Mombasa,Kisauni,Mwakirunge ,Secondary (High School),No,No,Hospitality and Tourism,Swabrina Mohamed ,,,,,,,,,
,,,,2002,Male,No,Mombasa,Kisauni,lights,Univeristy,No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,1999,Female,No,Mombasa,Nyali,Kongowea,Univeristy,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1981,Female,No,Mombasa,Nyali,Kazdandani ward,Secondary (High School),Yes,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2000,Male,No,Mombasa,Nyali,Kadzandani,Univeristy,No,Yes,Creatives and Arts,N/A,,,,,,,,,
,,,,2002,Female,No,Mombasa,Kisauni,Bakarani,Secondary (High School),No,No,Hospitality and Tourism,Yes,,,,,,,,,
,,,,1999,Female,No,Mombasa,Kisauni,Kisauni,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2000,Female,No,Mombasa,Kisauni,Magogoni,College,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1998,Male,No,Mombasa,Nyali,Kadzandani ,Secondary (High School),No,Yes,Entrepreneurship,N/A,,,,,,,,,
,,,,2000,Male,No,Mombasa,Kisauni,Magogoni,College,No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2000,Female,No,Mombasa,Kisauni,Mombasa ,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2000,Male,No,Mombasa,Kisauni,Magogoni ,College,No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2000,Female,No,Mombasa,Changamwe,Changamwe ,TVET,No,Yes,Creatives and Arts,N/A,,,,,,,,,
,,,,2004,Male,No,Mombasa,Nyali,Ziwa la ngombe ,Univeristy,No,Yes,Entrepreneurship,N/A,,,,,,,,,
,,,,2002,Female,No,Mombasa,Nyali,Kadzandani ward,Secondary (High School),No,No,Creatives and Arts,N/a,,,,,,,,,
,,,,2003,Male,No,Mombasa,Kisauni,Mjambere,Secondary (High School),No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,1982,Female,No,Mombasa,Nyali,Ziwa la Ng'ombe ,Primary,No,No,Health,N/A,,,,,,,,,
,,,,2000,Male,No,Mombasa,Nyali,Kongowea ,Univeristy,Yes,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2002,Female,No,Mombasa,Kisauni,JUNDA,College,No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2004,Male,No,Others,Others (Outside Mombasa),Mowlem,Univeristy,No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,1994,Female,No,Mombasa,Kisauni,Kisauni,Univeristy,No,No,Business administration ,Business Administration ,,,,,,,,,
,,,,2002,Female,No,Mombasa,Kisauni,Junda,Secondary (High School),No,No,Communication and creatives,N\A,,,,,,,,,
,,,,1993,Male,No,Mombasa,Nyali,Kongowea,Univeristy,No,Yes,Entrepreneurship,N/A,,,,,,,,,
,,,,1997,Female,No,Mombasa,Changamwe,Chaani,Secondary (High School),No,No,Hospitality and Tourism,Gloysherbrandy@gmail.com,,,,,,,,,
,,,,2002,Male,No,Mombasa,Nyali,Kongowea,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1999,Female,No,Mombasa,Nyali,Kongowea,Univeristy,Yes,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1996,Female,No,Mombasa,Changamwe,Airport ,Univeristy,No,No,Administration,I pursued BA political science that majors significantly on administration while I have been a brand ambassador to different products where we introduce products into the market and push sales too. ,,,,,,,,,
,,,,1999,Male,No,Mombasa,Changamwe,Airport ,Secondary (High School),No,No,Photography ,I'm passionate in it and I feel more comfortable doing it.,,,,,,,,,
,,,,2000,Female,No,Mombasa,Changamwe,Airport,Secondary (High School),No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,1999,Male,No,Mombasa,Changamwe,AIRPORT,Primary,No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2000,Female,No,Mombasa,Kisauni,Mjambere,Univeristy,No,Yes,Entrepreneurship,Finance ,,,,,,,,,
,,,,1997,Female,No,Mombasa,Nyali,Kadzandani ward,Univeristy,No,Yes,Entrepreneurship,N/A,,,,,,,,,
,,,,1998,Male,No,Mombasa,Likoni,Timbwani ward,College,No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1999,Female,No,Mombasa,Likoni,Shikaadabu,Secondary (High School),No,No,Hospitality and Tourism,Tourism,,,,,,,,,
,,,,1998,Male,No,Mombasa,Nyali,Kongowea,Univeristy,No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2000,Male,No,Mombasa,Nyali,Kongowea ,College,No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2002,Male,No,Mombasa,Changamwe,AIRPORT,Secondary (High School),No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2002,Male,No,Mombasa,Changamwe,AIRPORT ,College,No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,1999,Female,No,Mombasa,Changamwe,Chaani,College,No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2000,Female,No,Mombasa,Kisauni,Magogoni,Primary,No,No,Health,N/A,,,,,,,,,
,,,,2003,Male,No,Mombasa,Changamwe,AIRPORT WARD,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1998,Male,No,Mombasa,Nyali,Kongowea,Univeristy,No,Yes,Entrepreneurship,N/A,,,,,,,,,
,,,,2006,Female,No,Mombasa,Changamwe,Airport ward,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2002,Female,No,Kilifi,Others (Outside Mombasa),Alaskan,College,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2004,Female,No,Mombasa,Changamwe,Airport,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2005,Female,No,Mombasa,Changamwe,AIRPORT,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2003,Male,No,Mombasa,Changamwe,Airport,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1999,Male,No,Mombasa,Likoni,shikaadabu,Univeristy,No,No,Entrepreneurship,IT,,,,,,,,,
,,,,2001,Male,No,Mombasa,Kisauni,,Secondary (High School),No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,1995,Female,No,Mombasa,Kisauni,Bamburi ,Univeristy,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1999,Male,No,Mombasa,Likoni,Shikaadabu ,Univeristy,No,Yes,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,1998,Female,No,Mombasa,Kisauni,Bamburi ,College,No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1986,Female,No,Mombasa,Jomvu,Changamwe ,Primary,No,Yes,Creatives and Arts,N/A,,,,,,,,,
,,,,1988,Female,No,Mombasa,Kisauni,Bamburi ,College,No,Yes,Creatives and Arts,N/A,,,,,,,,,
,,,,1993,Female,No,Mombasa,Mvita,Ganjoni,College,No,Yes,Entrepreneurship,N/A,,,,,,,,,
,,,,2001,Male,No,Mombasa,Nyali,Frere Town ,College,No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2003,Female,No,Mombasa,Nyali,Kongowea ,Univeristy,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1997,Female,No,Mombasa,Changamwe,Chaani ward,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1995,Female,No,Mombasa,Kisauni,Bamburi,College,No,Yes,Hospitality and Tourism,N/L,,,,,,,,,
,,,,1999,Male,No,Mombasa,Kisauni,Mwakirunge,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,1992,Female,No,Mombasa,Changamwe,Chaani ,Secondary (High School),No,Yes,Entrepreneurship,N/A,,,,,,,,,
,,,,1999,Female,No,Mombasa,Kisauni,Junda,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2002,Female,No,Mombasa,Jomvu,Mikindani ,College,No,Yes,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,1987,Female,No,Mombasa,Changamwe,Chaqni,Primary,No,Yes,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2004,Male,No,Mombasa,Changamwe,Chaani,Secondary (High School),No,No,Health,N/A,,,,,,,,,
,,,,2003,Female,No,Mombasa,Kisauni,Mtopanga ,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2002,Female,No,Mombasa,Jomvu,Mikindani ,College,No,Yes,Digital Literacy Skills (technology),Content creator ,,,,,,,,,
,,,,2001,Female,No,Mombasa,Likoni,Likoni,College,No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2003,Female,No,Kilifi,Others (Outside Mombasa),Malindi,Primary,No,Yes,Entrepreneurship,N/A,,,,,,,,,
,,,,2002,Male,No,Mombasa,Kisauni,Mjambere ,Secondary (High School),No,No,Hospitality and Tourism,N,,,,,,,,,
,,,,1997,Female,No,Mombasa,Changamwe,Kipevu,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2005,Female,No,Mombasa,Changamwe,,Secondary (High School),No,No,Hospitality and Tourism,Not available ,,,,,,,,,
,,,,1997,Female,No,Kwale,Changamwe,Airport ward,Univeristy,No,Yes,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1982,Male,No,Mombasa,Jomvu,Mikindani ,College,No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1999,Female,Yes,Mombasa,Jomvu,Mikindani,College,No,Yes,Entrepreneurship,N/A,,,,,,,,,
,,,,2002,Female,No,Mombasa,Changamwe,Kipevu,College,No,No,Health,N/A,,,,,,,,,
,,,,1991,Female,No,Mombasa,Changamwe,Potrietze,Secondary (High School),No,Yes,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1995,Male,No,Mombasa,Changamwe,Airport ,College,No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2000,Male,No,Mombasa,Jomvu,Miritini,Univeristy,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1997,Female,No,Mombasa,Nyali,Kongowea ,Univeristy,Yes,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1994,Female,No,Mombasa,Changamwe,Chaani ward,Secondary (High School),Yes,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1998,Female,No,Mombasa,Kisauni,Junda,College,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1997,Female,No,Mombasa,Likoni,Mtongwe,College,No,No,Community health/HTS,"Working with community,HIV/AIDs knowledge of prevention, counselling,test.",,,,,,,,,
,,,,2002,Male,No,Mombasa,Nyali,Kongowea,Secondary (High School),No,No,Health,N/A,,,,,,,,,
,,,,1992,Male,No,Mombasa,Nyali,Ziwa la ng'ombe ,College,No,No,Health,Health ,,,,,,,,,
,,,,1998,Female,No,Others,Others (Outside Mombasa),,Univeristy,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1989,Male,No,Mombasa,Changamwe,Airport Ward ,College,No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,1991,Male,No,Mombasa,Nyali,Freetown ,TVET,No,Yes,Creatives and Arts,N/A,,,,,,,,,
,,,,1996,Male,No,Mombasa,Jomvu,Jomvu Kuu Ward,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1997,Female,No,Mombasa,Jomvu,Mikindani,College,No,Yes,Entrepreneurship,Hospitality and tourism ,,,,,,,,,
,,,,2002,Female,No,Mombasa,Changamwe,Kipevu,Primary,No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2004,Male,No,Kwale,Changamwe,Portreitz,Primary,No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2006,Female,No,Mombasa,Changamwe,Potreiz,Primary,No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2005,Female,No,Mombasa,Kisauni,Magogoni,College,No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1993,Male,No,Mombasa,Changamwe,Airport ,Primary,No,No,Mechanical engineering ,Mechanical engineering ,,,,,,,,,
,,,,2006,Female,No,Mombasa,Changamwe,Airport ,Secondary (High School),No,No,Health,N/A,,,,,,,,,
,,,,2000,Female,No,Mombasa,Likoni,Shikaadabu,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2005,Male,No,Mombasa,Changamwe,Airport ,Secondary (High School),No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2005,Female,No,Mombasa,Changamwe,Airport ,Secondary (High School),No,No,Health,N/A,,,,,,,,,
,,,,2000,Female,No,Mombasa,Nyali,Ziwa la ng'ombe ,Univeristy,No,No,Communication and Creatives ,Communication and Creatives,,,,,,,,,
,,,,1997,Female,No,Mombasa,Jomvu,Mikindani ,Primary,No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2001,Male,No,Mombasa,Mvita,Mwembe tayar,Secondary (High School),No,No,Photography ,Photography ,,,,,,,,,
,,,,2002,Male,No,Mombasa,Jomvu,Miritini ,TVET,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1999,Male,No,Mombasa,Mvita,Mwembe tayari,Secondary (High School),No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2001,Female,No,Mombasa,Likoni,Shikaadabu,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2001,Female,No,Mombasa,Mvita,Tononoka,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1996,Female,No,Mombasa,Changamwe,Changamwe ,College,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1977,Male,No,Mombasa,Nyali,Mkomani,Primary,Yes,No,Music ,Singing ,,,,,,,,,
,,,,2001,Male,No,Mombasa,Likoni,Shikaadabu,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1996,Female,No,Mombasa,Likoni,Timbwani,Secondary (High School),No,No,Health,N/A,,,,,,,,,
,,,,1998,Male,No,Mombasa,Nyali,Kadzandani ,Secondary (High School),No,Yes,Entrepreneurship,N/A,,,,,,,,,
,,,,2003,Female,No,Mombasa,Mvita,Tudor,Secondary (High School),No,No,Maritime transport and logistics ,Maritime transport and logistics ,,,,,,,,,
,,,,2002,Female,No,Mombasa,Mvita,Tononoka,Secondary (High School),No,No,Fashion and Design ,Fashion and Design ,,,,,,,,,
,,,,2001,Male,No,Mombasa,Changamwe,Kipevu,College,No,No,Creatives and Arts,"n
",,,,,,,,,
,,,,1992,Female,No,Mombasa,Likoni,Likoni,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2005,Male,No,Mombasa,Kisauni,Mtopanga,Secondary (High School),No,No,Health,N / A,,,,,,,,,
,,,,2003,Male,No,Mombasa,Changamwe,Airport ,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2005,Male,No,Mombasa,Nyali,Mtopanga,Secondary (High School),No,No,Health,N /A,,,,,,,,,
,,,,1987,Male,Yes,Mombasa,Likoni,Mtongwe ,Secondary (High School),No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
